sample_id_estimate,signal_estimate,target_role,target_estimate,universe,validation,split_id,algorithm,test_rows_estimate,test_countries_estimate,bootstrap_seed_estimate,comparison_type_estimate,left_predictor_estimate,right_predictor_estimate,bootstrap_replicates_estimate,point_delta_r2_estimate,bootstrap_median_delta_r2_estimate,bootstrap_mean_delta_r2_estimate,bootstrap_ci_low_delta_r2_estimate,bootstrap_ci_high_delta_r2_estimate,bootstrap_median_minus_point_delta_r2_estimate,bootstrap_abs_median_minus_point_delta_r2_estimate,p_delta_r2_gt_0_estimate,p_delta_r2_gt_0p0025_estimate,p_delta_r2_gt_0p005_estimate,p_delta_r2_gt_0p01_estimate,point_delta_mae_estimate,bootstrap_median_delta_mae_estimate,bootstrap_ci_low_delta_mae_estimate,bootstrap_ci_high_delta_mae_estimate,five_way_unit_verdict_estimate,countries_N_estimate,replicates_estimate,draws_min_estimate,draws_max_estimate,distinct_countries_min_estimate,distinct_countries_median_estimate,distinct_countries_max_estimate,duplicate_draws_median_estimate,all_replicates_exact_N_draws_estimate,draw_count_matrix_sha256_estimate,sample_id_score,signal_score,target_score,test_rows_score,test_countries_score,bootstrap_seed_score,comparison_type_score,left_predictor_score,right_predictor_score,bootstrap_replicates_score,point_delta_r2_score,bootstrap_median_delta_r2_score,bootstrap_mean_delta_r2_score,bootstrap_ci_low_delta_r2_score,bootstrap_ci_high_delta_r2_score,bootstrap_median_minus_point_delta_r2_score,bootstrap_abs_median_minus_point_delta_r2_score,p_delta_r2_gt_0_score,p_delta_r2_gt_0p0025_score,p_delta_r2_gt_0p005_score,p_delta_r2_gt_0p01_score,point_delta_mae_score,bootstrap_median_delta_mae_score,bootstrap_ci_low_delta_mae_score,bootstrap_ci_high_delta_mae_score,five_way_unit_verdict_score,countries_N_score,replicates_score,draws_min_score,draws_max_score,distinct_countries_min_score,distinct_countries_median_score,distinct_countries_max_score,duplicate_draws_median_score,all_replicates_exact_N_draws_score,draw_count_matrix_sha256_score,point_delta_r2_score_minus_estimate,bootstrap_median_score_minus_estimate,unit_verdict_changed
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,Future_Period,train_to_2015__test_from_2016,Ridge,176,27,816191483,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0019070081261878,-0.0019031762794949,-0.0019303596839403,-0.0037309712577962,-0.000175489119677,3.83184669289216e-06,3.83184669289216e-06,0.0165,0.0,0.0,0.0,0.0081860927618606,0.0081890197916922,-0.005970236485355,0.0212364255621646,Unsupported,27,2000,27,27,12,17.0,23,10.0,True,99ffe9590f0b924c0cced3db1ccf12ded89c3b4c2f19ba1857da506771885115,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,176,27,816191483,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.001907008116105,-0.0019031762743468,-0.0019303596730582,-0.0037309712345371,-0.0001754891183868,3.831841758117349e-06,3.831841758117349e-06,0.0165,0.0,0.0,0.0,0.0081860927063202,0.008189019734738,-0.0059702365174679,0.0212364254431796,Unsupported,27,2000,27,27,12,17.0,23,10.0,True,99ffe9590f0b924c0cced3db1ccf12ded89c3b4c2f19ba1857da506771885115,1.0082800046273821e-11,5.1481000452185954e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,Future_Period,train_to_2016__test_from_2017,ElasticNet,150,26,1372196340,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-4.14425709488464e-05,-4.1857458151717264e-05,-4.2290318531845225e-05,-8.674793730341078e-05,1.8129428247276377e-06,-4.148872028708617e-07,4.148872028708617e-07,0.03,0.0,0.0,0.0,0.0001913321583053,0.0001980512643644,-0.0002594975915964,0.0006052895343664,Unsupported,26,2000,26,26,12,17.0,23,9.0,True,8ed8a4f3f4e90116401d6a9d8adb3b83b36cd59129a6761fde70be03cfaf68eb,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,150,26,1372196340,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-4.144256152338599e-05,-4.185744869289465e-05,-4.229030893672259e-05,-8.674791755022004e-05,1.8129420378126603e-06,-4.148871695086598e-07,4.148871695086598e-07,0.03,0.0,0.0,0.0,0.0001913321123416,0.0001980512166954,-0.0002594975347329,0.000605289391932,Unsupported,26,2000,26,26,12,17.0,23,9.0,True,8ed8a4f3f4e90116401d6a9d8adb3b83b36cd59129a6761fde70be03cfaf68eb,9.425460412160191e-12,9.458822614050177e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,Future_Period,train_to_2016__test_from_2017,RandomForest,150,26,1372196340,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0055545180700229,0.0069456733177289,0.0066829420169069,-0.0335211960342448,0.0474256370368719,0.0013911552477059,0.0013911552477059,0.631,0.5835,0.5345,0.439,-0.0334271309961513,-0.0362865367892453,-0.213145253650929,0.1511126862611084,Setup-dependent,26,2000,26,26,12,17.0,23,9.0,True,8ed8a4f3f4e90116401d6a9d8adb3b83b36cd59129a6761fde70be03cfaf68eb,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,150,26,1372196340,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0055545180700229,0.0069456733177289,0.0066829420169069,-0.0335211960342448,0.0474256370368719,0.0013911552477059,0.0013911552477059,0.631,0.5835,0.5345,0.439,-0.0334271309961513,-0.0362865367892453,-0.213145253650929,0.1511126862611084,Setup-dependent,26,2000,26,26,12,17.0,23,9.0,True,8ed8a4f3f4e90116401d6a9d8adb3b83b36cd59129a6761fde70be03cfaf68eb,0.0,0.0,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,Future_Period,train_to_2016__test_from_2017,Ridge,150,26,1372196340,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0002313639409211,-0.00023268526142,-0.0002354677067241,-0.0004811880404199,7.08544902763261e-06,-1.3213204988482552e-06,1.3213204988482552e-06,0.0295,0.0,0.0,0.0,0.0011109155543067,0.0011359036857385,-0.0014260269059097,0.00345009162527,Unsupported,26,2000,26,26,12,17.0,23,9.0,True,8ed8a4f3f4e90116401d6a9d8adb3b83b36cd59129a6761fde70be03cfaf68eb,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,150,26,1372196340,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0002313639307975,-0.0002326852525543,-0.0002354676963549,-0.000481188020201,7.085448767285311e-06,-1.3213217567864532e-06,1.3213217567864532e-06,0.0295,0.0,0.0,0.0,0.0011109155053823,0.0011359036323244,-0.0014260268538997,0.0034500914771112,Unsupported,26,2000,26,26,12,17.0,23,9.0,True,8ed8a4f3f4e90116401d6a9d8adb3b83b36cd59129a6761fde70be03cfaf68eb,1.0123599983487275e-11,8.865700003562321e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,Future_Period,train_to_2018__test_from_2019,ElasticNet,100,26,1515871471,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0001328593117729,-5.848314260253895e-05,-0.0001692655121524,-0.0038913039720132,0.0030188157181718,7.437616917044254e-05,7.437616917044254e-05,0.486,0.052,0.0,0.0,-0.006106271754219,-0.0063746742240393,-0.0314191815717443,0.0224313131415858,Coverage-limited,26,2000,26,26,12,17.0,22,9.0,True,8c9c292b4924c1f12166d77749432e8ff7463a9e3daa3cda9f528c147e4a4925,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,100,26,1515871471,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.000132859317442,-5.848314564127488e-05,-0.0001692655185506,-0.0038913040071608,0.0030188157234941,7.437617180072742e-05,7.437617180072742e-05,0.486,0.052,0.0,0.0,-0.0061062717338726,-0.0063746742187331,-0.0314191816671083,0.0224313133198012,Coverage-limited,26,2000,26,26,12,17.0,22,9.0,True,8c9c292b4924c1f12166d77749432e8ff7463a9e3daa3cda9f528c147e4a4925,-5.669100009309674e-12,-3.0387359295502847e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,Future_Period,train_to_2018__test_from_2019,RandomForest,100,26,1515871471,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0051218494081095,-0.0060442179911288,-0.0053575135590668,-0.0432553760677761,0.0377349359819338,-0.0009223685830192,0.0009223685830192,0.388,0.3405,0.3045,0.2225,0.1167238970459725,0.1149649971207846,-0.0633967608238507,0.3151986352260046,Coverage-limited,26,2000,26,26,12,17.0,22,9.0,True,8c9c292b4924c1f12166d77749432e8ff7463a9e3daa3cda9f528c147e4a4925,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,100,26,1515871471,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0051218494081095,-0.0060442179911289,-0.0053575135590668,-0.0432553760677761,0.0377349359819338,-0.0009223685830193,0.0009223685830193,0.388,0.3405,0.3045,0.2225,0.1167238970459725,0.1149649971207846,-0.0633967608238507,0.3151986352260046,Coverage-limited,26,2000,26,26,12,17.0,22,9.0,True,8c9c292b4924c1f12166d77749432e8ff7463a9e3daa3cda9f528c147e4a4925,0.0,-9.974659986866641e-17,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,Future_Period,train_to_2018__test_from_2019,Ridge,100,26,1515871471,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0001784970435879,-9.097025950172144e-05,-0.0002214851605318,-0.0043219813965454,0.0032444095154563,8.752678408624481e-05,8.752678408624481e-05,0.4785,0.062,0.0,0.0,-0.0064924349397057,-0.0067966848502032,-0.0340697722285477,0.0247440186166321,Coverage-limited,26,2000,26,26,12,17.0,22,9.0,True,8c9c292b4924c1f12166d77749432e8ff7463a9e3daa3cda9f528c147e4a4925,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,100,26,1515871471,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0001784970498874,-9.097025213328223e-05,-0.0002214851676307,-0.0043219814253209,0.0032444095152419,8.752679775420047e-05,8.752679775420047e-05,0.4785,0.062,0.0,0.0,-0.00649243491539,-0.0067966847912415,-0.0340697722918123,0.0247440188042124,Coverage-limited,26,2000,26,26,12,17.0,22,9.0,True,8c9c292b4924c1f12166d77749432e8ff7463a9e3daa3cda9f528c147e4a4925,-6.299499984152579e-12,7.368439205687229e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Country_Holdout_CV,OOF_ALL_FOLDS,ElasticNet,1391,69,1632570011,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0004403829389109,0.0004826736152438,0.0003692814928726,-0.0028452401601698,0.0031133956083574,4.2290676332934485e-05,4.2290676332934485e-05,0.623,0.0675,0.0,0.0,-0.0048191970279254,-0.0047148487989789,-0.021402768999191,0.0114999447555791,Setup-dependent,69,2000,69,69,35,44.0,52,25.0,True,65055adcd68d844cb6195303858fd6a9f72a6efe21c4b8ef88955f0d8dfcfb0c,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,1391,69,1632570011,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0004403829322087,0.0004826736078869,0.000369281486059,-0.0028452401779406,0.0031133956051262,4.229067567823597e-05,4.229067567823597e-05,0.623,0.0675,0.0,0.0,-0.0048191970111064,-0.0047148488157287,-0.0214027689595342,0.0114999447683174,Setup-dependent,69,2000,69,69,35,44.0,52,25.0,True,65055adcd68d844cb6195303858fd6a9f72a6efe21c4b8ef88955f0d8dfcfb0c,-6.702199992908442e-12,-7.356900028412938e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Country_Holdout_CV,OOF_ALL_FOLDS,RandomForest,1391,69,1632570011,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0229243409888471,0.0233551793875554,0.0233360471232552,-0.0027218837155265,0.0499115818611093,0.0004308383987083,0.0004308383987083,0.9625,0.9465,0.9235,0.8435,-0.0353745308823296,-0.0341276459426639,-0.1139309461031693,0.0394347667193709,Directionally positive but marginal,69,2000,69,69,35,44.0,52,25.0,True,65055adcd68d844cb6195303858fd6a9f72a6efe21c4b8ef88955f0d8dfcfb0c,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,1391,69,1632570011,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0229243409888471,0.0233551793875554,0.0233360471232552,-0.0027218837155265,0.0499115818611093,0.0004308383987083,0.0004308383987083,0.9625,0.9465,0.9235,0.8435,-0.0353745308823296,-0.0341276459426639,-0.1139309461031693,0.0394347667193709,Directionally positive but marginal,69,2000,69,69,35,44.0,52,25.0,True,65055adcd68d844cb6195303858fd6a9f72a6efe21c4b8ef88955f0d8dfcfb0c,0.0,0.0,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Country_Holdout_CV,OOF_ALL_FOLDS,Ridge,1391,69,1632570011,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0004240233616504,0.0004689597308722,0.0003416318950046,-0.0032068303520046,0.0033787293451822,4.49363692217597e-05,4.49363692217597e-05,0.609,0.0855,0.0005,0.0,-0.0043501485303258,-0.004219429126909,-0.0219502742604553,0.012961862514974,Setup-dependent,69,2000,69,69,35,44.0,52,25.0,True,65055adcd68d844cb6195303858fd6a9f72a6efe21c4b8ef88955f0d8dfcfb0c,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,1391,69,1632570011,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0004240233543955,0.0004689597179016,0.0003416318876424,-0.0032068303689657,0.0033787293415682,4.4936363506165033e-05,4.4936363506165033e-05,0.609,0.0855,0.0005,0.0,-0.0043501485138484,-0.0042194291088958,-0.021950274252626,0.0129618625397249,Setup-dependent,69,2000,69,69,35,44.0,52,25.0,True,65055adcd68d844cb6195303858fd6a9f72a6efe21c4b8ef88955f0d8dfcfb0c,-7.254899968538869e-12,-1.2970600017214035e-11,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Future_Period,train_to_2012__test_from_2013,ElasticNet,628,68,2978070070,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0014768455916419,-0.0014915216620054,-0.0014761500898707,-0.0022345549102516,-0.0006380485171968,-1.4676070363484062e-05,1.4676070363484062e-05,0.0,0.0,0.0,0.0,0.0005310159042286,0.0004334019564755,-0.0050982680234295,0.0061997962660122,Unsupported,68,2000,68,68,33,43.0,51,25.0,True,ec6aa2149fe07030f4226122b46ac54d5ed90bf10a2a938fabbd89b071c761a0,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,628,68,2978070070,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0014768455866118,-0.0014915216569123,-0.0014761500847637,-0.0022345549039036,-0.0006380485122918,-1.4676070300478903e-05,1.4676070300478903e-05,0.0,0.0,0.0,0.0,0.0005310158992113,0.0004334019602236,-0.0050982680032634,0.0061997962380962,Unsupported,68,2000,68,68,33,43.0,51,25.0,True,ec6aa2149fe07030f4226122b46ac54d5ed90bf10a2a938fabbd89b071c761a0,5.0301000344143976e-12,5.093099986891447e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Future_Period,train_to_2012__test_from_2013,RandomForest,628,68,2978070070,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0030420088805072,-0.0030577009371654,-0.0035341812417167,-0.0308610165536276,0.0230699672386034,-1.5692056658245246e-05,1.5692056658245246e-05,0.41,0.345,0.2795,0.1575,-0.0508259234655965,-0.0504373839935973,-0.1193685956648518,0.0245377210954398,Setup-dependent,68,2000,68,68,33,43.0,51,25.0,True,ec6aa2149fe07030f4226122b46ac54d5ed90bf10a2a938fabbd89b071c761a0,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,628,68,2978070070,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.003042008880507,-0.0030577009371654,-0.0035341812417167,-0.0308610165536276,0.0230699672386034,-1.5692056658356268e-05,1.5692056658356268e-05,0.41,0.345,0.2795,0.1575,-0.0508259234655965,-0.050437383993597,-0.1193685956648518,0.0245377210954398,Setup-dependent,68,2000,68,68,33,43.0,51,25.0,True,ec6aa2149fe07030f4226122b46ac54d5ed90bf10a2a938fabbd89b071c761a0,1.9992688060632702e-16,0.0,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Future_Period,train_to_2012__test_from_2013,Ridge,628,68,2978070070,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0022358869884507,-0.0022579035629602,-0.002237602600734,-0.0033525153872545,-0.0010051367194018,-2.20165745094536e-05,2.20165745094536e-05,0.0,0.0,0.0,0.0,0.0014493566430338,0.0012828537813953,-0.0069273579245476,0.0100513817243077,Unsupported,68,2000,68,68,33,43.0,51,25.0,True,ec6aa2149fe07030f4226122b46ac54d5ed90bf10a2a938fabbd89b071c761a0,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,628,68,2978070070,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0022358869827291,-0.0022579035587061,-0.0022376025948913,-0.0033525153805367,-0.0010051367154374,-2.2016575977057418e-05,2.2016575977057418e-05,0.0,0.0,0.0,0.0,0.001449356637956,0.0012828537797433,-0.0069273579158078,0.0100513816914666,Unsupported,68,2000,68,68,33,43.0,51,25.0,True,ec6aa2149fe07030f4226122b46ac54d5ed90bf10a2a938fabbd89b071c761a0,5.721599843216962e-12,4.2541001103735265e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Future_Period,train_to_2014__test_from_2015,ElasticNet,497,68,2101620103,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-2.7210628017471095e-07,-2.6679168407817144e-07,-2.6631678697292e-07,-5.307963094169921e-07,1.592589937704497e-08,5.314596096539503e-09,5.314596096539503e-09,0.035,0.0,0.0,0.0,-1.5454045434459829e-06,-1.52734980640723e-06,-2.568616518117128e-06,-4.457411844904784e-07,Unsupported,68,2000,68,68,35,43.0,51,25.0,True,d9deca85c5a653bab6a94e4b2e38d86978e731624ec00ac02a75144770820038,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,497,68,2101620103,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-2.72106420395879e-07,-2.667918215237819e-07,-2.663169241000629e-07,-5.307965827566763e-07,1.5925907601022028e-08,5.314598872097065e-09,5.314598872097065e-09,0.035,0.0,0.0,0.0,-1.5454053388097575e-06,-1.5273505928892206e-06,-2.5686178409756174e-06,-4.457414144842802e-07,Unsupported,68,2000,68,68,35,43.0,51,25.0,True,d9deca85c5a653bab6a94e4b2e38d86978e731624ec00ac02a75144770820038,-1.4022116806309683e-13,-1.3744561044859438e-13,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Future_Period,train_to_2014__test_from_2015,RandomForest,497,68,2101620103,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0006739516766257,0.0008621604214907,1.979976274578244e-05,-0.049017742486708,0.0439622712111521,0.0001882087448649,0.0001882087448649,0.515,0.4705,0.4315,0.3415,-0.0406085884898925,-0.0391370296223747,-0.1450307427953417,0.0530302096345202,Setup-dependent,68,2000,68,68,35,43.0,51,25.0,True,d9deca85c5a653bab6a94e4b2e38d86978e731624ec00ac02a75144770820038,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,497,68,2101620103,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0006739516766257,0.0008621604214907,1.9799762745787982e-05,-0.049017742486708,0.0439622712111521,0.000188208744865,0.000188208744865,0.515,0.4705,0.4315,0.3415,-0.0406085884898925,-0.0391370296223747,-0.1450307427953417,0.0530302096345202,Setup-dependent,68,2000,68,68,35,43.0,51,25.0,True,d9deca85c5a653bab6a94e4b2e38d86978e731624ec00ac02a75144770820038,0.0,0.0,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Future_Period,train_to_2014__test_from_2015,Ridge,497,68,2101620103,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0003292476443663,-0.00032910360065,-0.0003271898088386,-0.0005318718627753,-0.0001049082136426,1.4404371634357818e-07,1.4404371634357818e-07,0.002,0.0,0.0,0.0,2.2328786862590988e-05,4.7047729200055954e-05,-0.0011567426215491,0.0011965467474039,Unsupported,68,2000,68,68,35,43.0,51,25.0,True,d9deca85c5a653bab6a94e4b2e38d86978e731624ec00ac02a75144770820038,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,497,68,2101620103,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0003292476481459,-0.000329103604497,-0.0003271898125864,-0.0005318718688134,-0.0001049082151363,1.4404364884201828e-07,1.4404364884201828e-07,0.002,0.0,0.0,0.0,2.232878864205645e-05,4.704773059183154e-05,-0.0011567426338718,0.0011965467654657,Unsupported,68,2000,68,68,35,43.0,51,25.0,True,d9deca85c5a653bab6a94e4b2e38d86978e731624ec00ac02a75144770820038,-3.779599951157092e-12,-3.847000029730957e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Future_Period,train_to_2015__test_from_2016,ElasticNet,432,66,3733132875,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0016187207102731,-0.0016232761239993,-0.0016206024391788,-0.0025590713316729,-0.0007313657540028,-4.555413726181623e-06,4.555413726181623e-06,0.0,0.0,0.0,0.0,0.0005477178983257,0.0006757283505978,-0.0047640809652057,0.0057486771023607,Unsupported,66,2000,66,66,34,42.0,51,24.0,True,f57a83748eb626a335ebbeb25c491222dd105e0e803b974ccef35d3dd149c23c,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,432,66,3733132875,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0016187207175354,-0.0016232761321922,-0.0016206024464144,-0.0025590713399546,-0.0007313657538194,-4.555414656770562e-06,4.555414656770562e-06,0.0,0.0,0.0,0.0,0.0005477179052109,0.0006757283528366,-0.0047640809889189,0.0057486771239249,Unsupported,66,2000,66,66,34,42.0,51,24.0,True,f57a83748eb626a335ebbeb25c491222dd105e0e803b974ccef35d3dd149c23c,-7.262299919416626e-12,-8.192899917519592e-12,False
