sample_id_estimate,signal_estimate,target_role,target_estimate,universe,validation,split_id,algorithm,test_rows_estimate,test_countries_estimate,bootstrap_seed_estimate,comparison_type_estimate,left_predictor_estimate,right_predictor_estimate,bootstrap_replicates_estimate,point_delta_r2_estimate,bootstrap_median_delta_r2_estimate,bootstrap_mean_delta_r2_estimate,bootstrap_ci_low_delta_r2_estimate,bootstrap_ci_high_delta_r2_estimate,bootstrap_median_minus_point_delta_r2_estimate,bootstrap_abs_median_minus_point_delta_r2_estimate,p_delta_r2_gt_0_estimate,p_delta_r2_gt_0p0025_estimate,p_delta_r2_gt_0p005_estimate,p_delta_r2_gt_0p01_estimate,point_delta_mae_estimate,bootstrap_median_delta_mae_estimate,bootstrap_ci_low_delta_mae_estimate,bootstrap_ci_high_delta_mae_estimate,five_way_unit_verdict_estimate,countries_N_estimate,replicates_estimate,draws_min_estimate,draws_max_estimate,distinct_countries_min_estimate,distinct_countries_median_estimate,distinct_countries_max_estimate,duplicate_draws_median_estimate,all_replicates_exact_N_draws_estimate,draw_count_matrix_sha256_estimate,sample_id_score,signal_score,target_score,test_rows_score,test_countries_score,bootstrap_seed_score,comparison_type_score,left_predictor_score,right_predictor_score,bootstrap_replicates_score,point_delta_r2_score,bootstrap_median_delta_r2_score,bootstrap_mean_delta_r2_score,bootstrap_ci_low_delta_r2_score,bootstrap_ci_high_delta_r2_score,bootstrap_median_minus_point_delta_r2_score,bootstrap_abs_median_minus_point_delta_r2_score,p_delta_r2_gt_0_score,p_delta_r2_gt_0p0025_score,p_delta_r2_gt_0p005_score,p_delta_r2_gt_0p01_score,point_delta_mae_score,bootstrap_median_delta_mae_score,bootstrap_ci_low_delta_mae_score,bootstrap_ci_high_delta_mae_score,five_way_unit_verdict_score,countries_N_score,replicates_score,draws_min_score,draws_max_score,distinct_countries_min_score,distinct_countries_median_score,distinct_countries_max_score,duplicate_draws_median_score,all_replicates_exact_N_draws_score,draw_count_matrix_sha256_score,point_delta_r2_score_minus_estimate,unit_verdict_changed
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__All_Eligible,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,All_Eligible,Future_Period,train_to_2015__test_from_2016,RandomForest,1222,180,1890368004,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0135916202502197,-0.0131663362160331,-0.0134852177953264,-0.039391005236289,0.010991254798182,0.0004252840341865,0.0004252840341865,0.149,0.1075,0.0775,0.03,-0.0057364169412256,-0.0055469205450857,-0.0200677099281072,0.0094317292573999,Unsupported,180,2000,180,180,99,114.0,128,66.0,True,1eff77c540ef9d7c07c53bde4f1fceea92c901c415f076f97b4f3df997fa5783,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__normalized__All_Eligible,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,1222,180,1682767197,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0135916202502197,-0.0131382723878687,-0.0135058003500274,-0.0402190707714171,0.0124580812747704,0.000453347862351,0.000453347862351,0.153,0.12,0.087,0.0415,-0.0057364169412256,-0.0057641173210829,-0.021069583154475,0.009818723628704,Unsupported,180,2000,180,180,95,114.0,129,66.0,True,5bfc54b4f8e1023dafe4e9778a30cc0e59f9da0f922d112344846b372a219718,0.0,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__All_Eligible,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,All_Eligible,Future_Period,train_to_2015__test_from_2016,Ridge,1222,180,1890368004,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0065004927441262,0.0065731574840866,0.0065929053143151,0.0033460064324634,0.0098665249237903,7.266473996037082e-05,7.266473996037082e-05,1.0,0.995,0.829,0.02,-0.0023853733795187,-0.0024245949600176,-0.0072952365459179,0.0025496943819248,Supported and practically material,180,2000,180,180,99,114.0,128,66.0,True,1eff77c540ef9d7c07c53bde4f1fceea92c901c415f076f97b4f3df997fa5783,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__normalized__All_Eligible,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,1222,180,1682767197,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0065004927408536,0.0065281481493792,0.0065562431745002,0.0034253798068945,0.0097634188899087,2.7655408525673053e-05,2.7655408525673053e-05,1.0,0.993,0.837,0.018,-0.0023853733727383,-0.0024218367210896,-0.0071083273650654,0.0022527304930628,Supported and practically material,180,2000,180,180,95,114.0,129,66.0,True,5bfc54b4f8e1023dafe4e9778a30cc0e59f9da0f922d112344846b372a219718,-3.272600072878884e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__All_Eligible,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,All_Eligible,Future_Period,train_to_2016__test_from_2017,ElasticNet,1045,180,2005006042,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0051936601900235,0.0051941374906274,0.0052068207712417,0.0023160904259277,0.0082930618188145,4.773006039293648e-07,4.773006039293648e-07,1.0,0.965,0.5475,0.0035,-0.0016128697034134,-0.0014791563843903,-0.0059130937039997,0.0027483311052047,Directionally positive but marginal,180,2000,180,180,99,114.0,127,66.0,True,5688759fad6287359a7f31358149e254ab2c9722918d655ddf4f532913380de7,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__normalized__All_Eligible,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,1045,180,269361961,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.005193660187489,0.0052417205832328,0.005259121946084,0.0022882540156632,0.0085033154021019,4.806039574384302e-05,4.806039574384302e-05,0.9995,0.9675,0.5585,0.002,-0.001612869695059,-0.0015733603446106,-0.0062185091328568,0.0033046117400649,Directionally positive but marginal,180,2000,180,180,100,114.0,128,66.0,True,e8364c9128722b3bdbba68ffe54622e51489b7325aa414c700071b5319db051c,-2.5344995199794162e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__All_Eligible,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,All_Eligible,Future_Period,train_to_2016__test_from_2017,RandomForest,1045,180,2005006042,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0101457735650103,0.0096288181980535,0.0098613869136402,-0.0145328334934393,0.0359432732970817,-0.0005169553669568,0.0005169553669568,0.7715,0.7165,0.6395,0.4865,-0.0148620613590175,-0.014304888616651,-0.0282357915128398,-0.0010195200882158,Setup-dependent,180,2000,180,180,99,114.0,127,66.0,True,5688759fad6287359a7f31358149e254ab2c9722918d655ddf4f532913380de7,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__normalized__All_Eligible,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,1045,180,269361961,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0101457735650103,0.0098980393855236,0.0101294849570434,-0.0136724985417945,0.0366101566207955,-0.0002477341794866,0.0002477341794866,0.7885,0.738,0.6695,0.4945,-0.0148620613590175,-0.0150428547678835,-0.0289871178735988,-0.0014376340643595,Setup-dependent,180,2000,180,180,100,114.0,128,66.0,True,e8364c9128722b3bdbba68ffe54622e51489b7325aa414c700071b5319db051c,0.0,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__All_Eligible,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,All_Eligible,Future_Period,train_to_2016__test_from_2017,Ridge,1045,180,2005006042,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0062697432281225,0.0062513781391204,0.0062711171789484,0.0027912808012694,0.0097792453539798,-1.836508900210365e-05,1.836508900210365e-05,1.0,0.9835,0.746,0.019,-0.0017680561961521,-0.0016199163849806,-0.0067647930822804,0.0033607290939248,Directionally positive but marginal,180,2000,180,180,99,114.0,127,66.0,True,5688759fad6287359a7f31358149e254ab2c9722918d655ddf4f532913380de7,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__normalized__All_Eligible,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,1045,180,269361961,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0062697432248994,0.006319110697929,0.0063337665309099,0.0028181854076653,0.0101494828599272,4.936747302958233e-05,4.936747302958233e-05,0.9995,0.983,0.7655,0.0275,-0.0017680561837963,-0.0017270159331326,-0.0072184074519623,0.0040437959720019,Directionally positive but marginal,180,2000,180,180,100,114.0,128,66.0,True,e8364c9128722b3bdbba68ffe54622e51489b7325aa414c700071b5319db051c,-3.2231006058536238e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__All_Eligible,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,All_Eligible,Future_Period,train_to_2018__test_from_2019,ElasticNet,693,177,3146573506,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0054825437658494,0.0055141985293512,0.0055225393008244,0.0020757351453464,0.008867418687219,3.16547635018094e-05,3.16547635018094e-05,0.999,0.9545,0.624,0.0055,-0.0009126646030253,-0.000893800249763,-0.0056073535983678,0.0038240089090863,Directionally positive but marginal,177,2000,177,177,98,112.0,127,65.0,True,130b21d7e2c43d10c3cc42c10a397e4b1174d100171c08e6c77eb6ae79a6f27b,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__normalized__All_Eligible,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,693,177,1333751051,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.005482543763741,0.0054899419015506,0.0055111931550008,0.0019901662573933,0.0090601187478345,7.398137809588867e-06,7.398137809588867e-06,0.999,0.9525,0.615,0.0045,-0.0009126646000016,-0.0008697583691198,-0.0055769156279848,0.0038691112796508,Directionally positive but marginal,177,2000,177,177,98,112.0,128,65.0,True,fd9b034caef89bcfe8dcea6b1bcac2e31c56de87ca79fcf209abf8e6b8dcb5ee,-2.108400259936971e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__All_Eligible,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,All_Eligible,Future_Period,train_to_2018__test_from_2019,RandomForest,693,177,3146573506,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0239199201004896,-0.023908724009566,-0.0240391197149474,-0.0577269085209798,0.0084302262320091,1.1196090923593084e-05,1.1196090923593084e-05,0.086,0.06,0.0415,0.0185,-0.0041448536138217,-0.0037774911422751,-0.0205566602041091,0.0139166007014479,Unsupported,177,2000,177,177,98,112.0,127,65.0,True,130b21d7e2c43d10c3cc42c10a397e4b1174d100171c08e6c77eb6ae79a6f27b,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__normalized__All_Eligible,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,693,177,1333751051,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0239199201004896,-0.0235362754164183,-0.0236488598550148,-0.059016114201519,0.0100660663761007,0.0003836446840712,0.0003836446840712,0.0935,0.07,0.051,0.0255,-0.0041448536138217,-0.0040236528185124,-0.0226094098047951,0.0136377057929666,Unsupported,177,2000,177,177,98,112.0,128,65.0,True,fd9b034caef89bcfe8dcea6b1bcac2e31c56de87ca79fcf209abf8e6b8dcb5ee,0.0,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__All_Eligible,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,All_Eligible,Future_Period,train_to_2018__test_from_2019,Ridge,693,177,3146573506,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0065196679543013,0.0065495401041161,0.0065650372117436,0.0018019848767277,0.0112582711163324,2.9872149814813564e-05,2.9872149814813564e-05,0.995,0.9515,0.758,0.072,0.0004054161237232,0.0004518290805403,-0.0061956850273472,0.0068500301470563,Directionally positive but marginal,177,2000,177,177,98,112.0,127,65.0,True,130b21d7e2c43d10c3cc42c10a397e4b1174d100171c08e6c77eb6ae79a6f27b,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__normalized__All_Eligible,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,693,177,1333751051,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.006519667951243,0.0065539935732822,0.0065400236518322,0.0017203592070337,0.0114116328215396,3.4325622039255155e-05,3.4325622039255155e-05,0.994,0.946,0.739,0.0785,0.0004054161267625,0.000441894708274,-0.0056431768073488,0.00695378849117,Directionally positive but marginal,177,2000,177,177,98,112.0,128,65.0,True,fd9b034caef89bcfe8dcea6b1bcac2e31c56de87ca79fcf209abf8e6b8dcb5ee,-3.058300140912351e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge10pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Country_Holdout_CV,OOF_ALL_FOLDS,ElasticNet,654,34,3188532994,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0081872975827006,-0.0077070624331543,-0.0084308124492601,-0.0197604174149301,-0.0006265881711405,0.0004802351495463,0.0004802351495463,0.012,0.0005,0.0,0.0,0.009105864921037,0.008657536197731,1.386890338825452e-05,0.0202732886695882,Unsupported,34,2000,34,34,16,22.0,28,12.0,True,dfffa4a49847271bc4a04dfbfc38a09be2893e13031b7c20ff6304f253bfe8d9,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__normalized__Oil_Rent_Intensive_Pre2016_ge10pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,654,34,3278150188,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0081872976352466,-0.0076313151099626,-0.0083932986353557,-0.0199256434588397,-0.0007188795382603,0.0005559825252839,0.0005559825252839,0.0145,0.0,0.0,0.0,0.009105864973117,0.0087006700462786,-1.9678644096245723e-05,0.0205124785350216,Unsupported,34,2000,34,34,16,22.0,27,12.0,True,9a0d6a1ab9a0754d3c11d94e958802cbfa21805c60af1f0b4067dd180002d85a,-5.2546000536835e-11,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge10pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Country_Holdout_CV,OOF_ALL_FOLDS,RandomForest,654,34,3188532994,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0181804553708311,-0.017984268032117,-0.0187296653475093,-0.056042152682836,0.0129021531932722,0.0001961873387141,0.0001961873387141,0.138,0.1065,0.0805,0.04,0.0295784255456146,0.0278455380886552,-0.0049561841969751,0.0717797750833791,Unsupported,34,2000,34,34,16,22.0,28,12.0,True,dfffa4a49847271bc4a04dfbfc38a09be2893e13031b7c20ff6304f253bfe8d9,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__normalized__Oil_Rent_Intensive_Pre2016_ge10pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,654,34,3278150188,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0181804553708311,-0.019148970549876,-0.0204020562479444,-0.061419648898282,0.0106631023548533,-0.0009685151790448,0.0009685151790448,0.1185,0.0845,0.059,0.03,0.0295784255456146,0.0299566795592958,-0.0045041272121785,0.0742224231783377,Unsupported,34,2000,34,34,16,22.0,27,12.0,True,9a0d6a1ab9a0754d3c11d94e958802cbfa21805c60af1f0b4067dd180002d85a,0.0,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge10pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Country_Holdout_CV,OOF_ALL_FOLDS,Ridge,654,34,3188532994,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.011711872602228,-0.0109575054191071,-0.012061542521588,-0.0284160814953571,-0.0009627906241441,0.0007543671831209,0.0007543671831209,0.0125,0.0005,0.0,0.0,0.0122830220877728,0.0117927891887807,0.0005744276512816,0.0268788782509913,Unsupported,34,2000,34,34,16,22.0,28,12.0,True,dfffa4a49847271bc4a04dfbfc38a09be2893e13031b7c20ff6304f253bfe8d9,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__normalized__Oil_Rent_Intensive_Pre2016_ge10pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,654,34,3278150188,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0117118726632696,-0.0109252371956419,-0.0119699432395897,-0.0282414341479566,-0.0010181856134692,0.0007866354676277,0.0007866354676277,0.012,0.0005,0.0,0.0,0.0122830221447831,0.0116764317850407,0.0003493021982939,0.0271428600517791,Unsupported,34,2000,34,34,16,22.0,27,12.0,True,9a0d6a1ab9a0754d3c11d94e958802cbfa21805c60af1f0b4067dd180002d85a,-6.10416005936143e-11,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge10pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Future_Period,train_to_2012__test_from_2013,ElasticNet,295,33,23988270,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0004264040174626,0.0004184554829485,0.0004408279107829,-0.000297576600941,0.0012435048639047,-7.948534514079508e-06,7.948534514079508e-06,0.881,0.0005,0.0,0.0,-0.0009419516989002,-0.0009299662346159,-0.0023451869126176,0.00049002461872,Directionally positive but marginal,33,2000,33,33,15,21.0,27,12.0,True,e98376b137e5a2867abbea794290d2ae0040264f546fc9d467b37475663805c8,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__normalized__Oil_Rent_Intensive_Pre2016_ge10pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,295,33,1491868304,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0004264040260054,0.0004511714912097,0.0004732049513842,-0.0002399798321371,0.0013158654068596,2.476746520430062e-05,2.476746520430062e-05,0.905,0.0,0.0,0.0,-0.0009419517233015,-0.0009375805712559,-0.0023869351389272,0.0004698195628178,Directionally positive but marginal,33,2000,33,33,15,21.0,28,12.0,True,5a75d08302f015c08c400ceaa398c146f7198d94619076260e89e5499c309757,8.542799985206823e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge10pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Future_Period,train_to_2012__test_from_2013,RandomForest,295,33,23988270,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0442452866210203,-0.0442679638502915,-0.0434864950220153,-0.0722164971176458,-0.00673412933216,-2.2677229271239607e-05,2.2677229271239607e-05,0.0095,0.008,0.0065,0.004,0.0286222465146249,0.0283843508240237,-0.0025316374257682,0.0596000400192571,Unsupported,33,2000,33,33,15,21.0,27,12.0,True,e98376b137e5a2867abbea794290d2ae0040264f546fc9d467b37475663805c8,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__normalized__Oil_Rent_Intensive_Pre2016_ge10pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,295,33,1491868304,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0442452866210203,-0.0454818048460191,-0.0444788380127184,-0.0720728922452467,-0.0104116581838533,-0.0012365182249988,0.0012365182249988,0.0075,0.007,0.0055,0.004,0.0286222465146249,0.0287606696218752,0.0004083670014998,0.0603356565731152,Unsupported,33,2000,33,33,15,21.0,28,12.0,True,5a75d08302f015c08c400ceaa398c146f7198d94619076260e89e5499c309757,0.0,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge10pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Future_Period,train_to_2012__test_from_2013,Ridge,295,33,23988270,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0011849858354588,0.0011721043201072,0.0012224241949886,-0.0014104911647181,0.0039277271151016,-1.2881515351614858e-05,1.2881515351614858e-05,0.8315,0.167,0.0035,0.0,-0.0034021665303877,-0.0033344237442007,-0.0077957335024819,0.001045044224077,Directionally positive but marginal,33,2000,33,33,15,21.0,27,12.0,True,e98376b137e5a2867abbea794290d2ae0040264f546fc9d467b37475663805c8,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__normalized__Oil_Rent_Intensive_Pre2016_ge10pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,295,33,1491868304,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0011849858366835,0.0012589527015793,0.0013342131536602,-0.0011279400179998,0.0041727362544208,7.396686489580251e-05,7.396686489580251e-05,0.8535,0.18,0.0115,0.0,-0.0034021665530776,-0.003369650416175,-0.0078274423505208,0.0010721417199949,Directionally positive but marginal,33,2000,33,33,15,21.0,28,12.0,True,5a75d08302f015c08c400ceaa398c146f7198d94619076260e89e5499c309757,1.22470002889008e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge10pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Future_Period,train_to_2014__test_from_2015,ElasticNet,232,33,663550030,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0005104029822315,-0.0005063095771929,-0.0006669365764976,-0.0049407168085898,0.0029807157760253,4.093405038652076e-06,4.093405038652076e-06,0.3835,0.0445,0.0005,0.0,-9.478403223150966e-05,-4.876711806517386e-05,-0.0055067186894849,0.0057458199902394,Setup-dependent,33,2000,33,33,13,21.0,27,12.0,True,ea1e367bae60b2e9ad2b14101bd08ffd9553db9d9e4af2613dd0bb4f7de458a4,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__normalized__Oil_Rent_Intensive_Pre2016_ge10pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,232,33,3525356782,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0005104029937612,-0.0004073485711583,-0.0005421838329834,-0.0051382646906745,0.0030561622461271,0.0001030544226029,0.0001030544226029,0.412,0.051,0.0015,0.0,-9.478403170926077e-05,-0.0001787640750571,-0.0054656287989606,0.0058545988506998,Setup-dependent,33,2000,33,33,14,21.0,27,12.0,True,21a7660d8fe395d1245a4cb48209c7002782d02fbd67f91774a99a8b47ed7698,-1.152970004626025e-11,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge10pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Future_Period,train_to_2014__test_from_2015,RandomForest,232,33,663550030,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0217997615346219,0.0226243644212124,0.0230463324470544,-0.0014360197985625,0.0506491190823619,0.0008246028865904,0.0008246028865904,0.964,0.943,0.917,0.843,-0.0059753008850909,-0.0063493562123202,-0.0278087462054995,0.0150114881775775,Directionally positive but marginal,33,2000,33,33,13,21.0,27,12.0,True,ea1e367bae60b2e9ad2b14101bd08ffd9553db9d9e4af2613dd0bb4f7de458a4,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__normalized__Oil_Rent_Intensive_Pre2016_ge10pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,232,33,3525356782,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0217997615346219,0.0214230567230629,0.0220308184981454,-0.0046661187560424,0.0512502577339273,-0.0003767048115589,0.0003767048115589,0.9515,0.926,0.897,0.817,-0.0059753008850909,-0.0058321085211854,-0.0281911853037064,0.0162554140357304,Directionally positive but marginal,33,2000,33,33,14,21.0,27,12.0,True,21a7660d8fe395d1245a4cb48209c7002782d02fbd67f91774a99a8b47ed7698,0.0,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge10pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Future_Period,train_to_2014__test_from_2015,Ridge,232,33,663550030,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0010737943715084,-0.001091160907955,-0.0013374957733029,-0.0085568645104261,0.0046194536008928,-1.736653644657249e-05,1.736653644657249e-05,0.3585,0.1175,0.019,0.0,-4.916161343238024e-06,7.340890795415334e-05,-0.0086974417810571,0.0092708720186884,Setup-dependent,33,2000,33,33,13,21.0,27,12.0,True,ea1e367bae60b2e9ad2b14101bd08ffd9553db9d9e4af2613dd0bb4f7de458a4,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__normalized__Oil_Rent_Intensive_Pre2016_ge10pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,232,33,3525356782,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0010737943891173,-0.0008876866449058,-0.0011321374813056,-0.0088016684330196,0.0047507320615544,0.0001861077442115,0.0001861077442115,0.389,0.1325,0.0205,0.0,-4.916153987122307e-06,-0.0001471505897041,-0.0085530053988249,0.0095677781087875,Setup-dependent,33,2000,33,33,14,21.0,27,12.0,True,21a7660d8fe395d1245a4cb48209c7002782d02fbd67f91774a99a8b47ed7698,-1.7608900015203544e-11,False
