sample_id_estimate,signal_estimate,target_role,target_estimate,universe,validation,split_id,algorithm,test_rows_estimate,test_countries_estimate,bootstrap_seed_estimate,comparison_type_estimate,left_predictor_estimate,right_predictor_estimate,bootstrap_replicates_estimate,point_delta_r2_estimate,bootstrap_median_delta_r2_estimate,bootstrap_mean_delta_r2_estimate,bootstrap_ci_low_delta_r2_estimate,bootstrap_ci_high_delta_r2_estimate,bootstrap_median_minus_point_delta_r2_estimate,bootstrap_abs_median_minus_point_delta_r2_estimate,p_delta_r2_gt_0_estimate,p_delta_r2_gt_0p0025_estimate,p_delta_r2_gt_0p005_estimate,p_delta_r2_gt_0p01_estimate,point_delta_mae_estimate,bootstrap_median_delta_mae_estimate,bootstrap_ci_low_delta_mae_estimate,bootstrap_ci_high_delta_mae_estimate,five_way_unit_verdict_estimate,countries_N_estimate,replicates_estimate,draws_min_estimate,draws_max_estimate,distinct_countries_min_estimate,distinct_countries_median_estimate,distinct_countries_max_estimate,duplicate_draws_median_estimate,all_replicates_exact_N_draws_estimate,draw_count_matrix_sha256_estimate,sample_id_score,signal_score,target_score,test_rows_score,test_countries_score,bootstrap_seed_score,comparison_type_score,left_predictor_score,right_predictor_score,bootstrap_replicates_score,point_delta_r2_score,bootstrap_median_delta_r2_score,bootstrap_mean_delta_r2_score,bootstrap_ci_low_delta_r2_score,bootstrap_ci_high_delta_r2_score,bootstrap_median_minus_point_delta_r2_score,bootstrap_abs_median_minus_point_delta_r2_score,p_delta_r2_gt_0_score,p_delta_r2_gt_0p0025_score,p_delta_r2_gt_0p005_score,p_delta_r2_gt_0p01_score,point_delta_mae_score,bootstrap_median_delta_mae_score,bootstrap_ci_low_delta_mae_score,bootstrap_ci_high_delta_mae_score,five_way_unit_verdict_score,countries_N_score,replicates_score,draws_min_score,draws_max_score,distinct_countries_min_score,distinct_countries_median_score,distinct_countries_max_score,duplicate_draws_median_score,all_replicates_exact_N_draws_score,draw_count_matrix_sha256_score,point_delta_r2_score_minus_estimate,unit_verdict_changed
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge5pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge5pct,Future_Period,train_to_2018__test_from_2019,Ridge,158,41,1082113186,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0014503097548445,0.0016701022501846,0.0015684661519454,-0.0055959763302416,0.0079137908904591,0.00021979249534,0.00021979249534,0.6825,0.4055,0.154,0.006,-6.181635128499341e-05,-5.110382122225365e-05,-0.0079366420737366,0.0080600307765217,Setup-dependent,41,2000,41,41,20,26.0,33,15.0,True,35e84958cc9106696b54211e5814ee7f4486aca0c59c0b7b3e20fb19d838d516,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__normalized__Oil_Rent_Intensive_Pre2016_ge5pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,158,41,1473492214,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0014503097558388,0.0015848118767099,0.0014779123121869,-0.0062175622167037,0.0079783221987483,0.0001345021208711,0.0001345021208711,0.6815,0.3915,0.1505,0.0065,-6.181635758151227e-05,-0.0001699716093599,-0.0080746628175125,0.0078205124546393,Setup-dependent,41,2000,41,41,20,26.0,34,15.0,True,6f1f4ce29994acde21638bc1acb42561d63a39eee92481c4be7bbdd6edb20fb1,9.943001283430064e-13,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Country_Holdout_CV,OOF_ALL_FOLDS,ElasticNet,3829,184,2184714555,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0014129659843841,0.0013694193060274,0.0013602947543174,-0.0008873089073232,0.003548187581792,-4.354667835670956e-05,4.354667835670956e-05,0.8915,0.158,0.0005,0.0,-0.0048399034050141,-0.0047192877349692,-0.0171724982590155,0.0080601065865663,Directionally positive but marginal,184,2000,184,184,104,117.0,132,67.0,True,0eb932f3f4180f9fff2a5bf80b8b12edfb6da362a95a09e044be59d770422e59,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__primary__All_Eligible,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,3829,184,3668648123,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0014129659814485,0.0014049965384433,0.0013988546679989,-0.0008025495461721,0.0034883532063252,-7.969443005184651e-06,7.969443005184651e-06,0.897,0.1645,0.001,0.0,-0.004839903406961,-0.0049302059818914,-0.0170897468134311,0.0071885367321018,Directionally positive but marginal,184,2000,184,184,101,117.0,130,67.0,True,af1809c262ab78144c4204c95b965fac92e10e6e2ccece68f2d46f551ffc75b4,-2.9356001136904286e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Country_Holdout_CV,OOF_ALL_FOLDS,RandomForest,3829,184,2184714555,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0159268584070404,0.0163863728939791,0.0161126587565231,-0.0036815129267155,0.0340329601567766,0.0004595144869387,0.0004595144869387,0.946,0.91,0.8665,0.738,-0.0167743753581581,-0.0163640451451919,-0.0524293216103431,0.0229589183292636,Directionally positive but marginal,184,2000,184,184,104,117.0,132,67.0,True,0eb932f3f4180f9fff2a5bf80b8b12edfb6da362a95a09e044be59d770422e59,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__primary__All_Eligible,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,3829,184,3668648123,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0159268584070404,0.0162318847108617,0.0158945221173183,-0.0041695460380297,0.0341564578941315,0.0003050263038212,0.0003050263038212,0.9445,0.9065,0.8625,0.733,-0.0167743753581581,-0.0169664223833666,-0.0536628576610889,0.0207253161801192,Directionally positive but marginal,184,2000,184,184,101,117.0,130,67.0,True,af1809c262ab78144c4204c95b965fac92e10e6e2ccece68f2d46f551ffc75b4,0.0,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Country_Holdout_CV,OOF_ALL_FOLDS,Ridge,3829,184,2184714555,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.001398406146791,0.0013572336903933,0.0013352567111432,-0.0011478932631911,0.0037301285007834,-4.117245639773115e-05,4.117245639773115e-05,0.8675,0.1735,0.001,0.0,-0.0037013503663159,-0.0035350503500343,-0.016511979375224,0.0099359235876927,Directionally positive but marginal,184,2000,184,184,104,117.0,132,67.0,True,0eb932f3f4180f9fff2a5bf80b8b12edfb6da362a95a09e044be59d770422e59,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__primary__All_Eligible,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,3829,184,3668648123,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0013984061439628,0.0014046178823953,0.001375448907236,-0.0010510951477048,0.0036576986631957,6.211738432515546e-06,6.211738432515546e-06,0.8795,0.178,0.002,0.0,-0.0037013503711449,-0.0037539757503949,-0.0167266161363183,0.0090842013291533,Directionally positive but marginal,184,2000,184,184,101,117.0,130,67.0,True,af1809c262ab78144c4204c95b965fac92e10e6e2ccece68f2d46f551ffc75b4,-2.8281999138457525e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2012__test_from_2013,ElasticNet,1761,183,1419038237,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0028991033437166,0.00290625223458,0.0028944127221799,0.0014100140509293,0.0043021500467806,7.148890863339918e-06,7.148890863339918e-06,1.0,0.713,0.0015,0.0,0.0054999875415526,0.005421727403835,-0.0027538059578274,0.0138811833170125,Directionally positive but marginal,183,2000,183,183,103,116.0,129,67.0,True,9c41d9d30e4dec415720859b53ec3c1669a6e2657a13a3de9acfacda6bffa1c7,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__primary__All_Eligible,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,1761,183,512650454,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0028991033452551,0.0028943083931072,0.0028860122648058,0.0014197196802968,0.0042856049268468,-4.794952147890719e-06,4.794952147890719e-06,1.0,0.7105,0.003,0.0,0.0054999875684222,0.0055230903374511,-0.0027542505077655,0.0141765178635565,Directionally positive but marginal,183,2000,183,183,98,116.0,128,67.0,True,e30ada65137ca980b3f30de28f9cdaf2631c671e02f2573c1048c385c5de73d1,1.5385002299916906e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2012__test_from_2013,RandomForest,1761,183,1419038237,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0176662434100948,0.017201890976803,0.0175464321259679,-0.0013934477633592,0.0376473065860794,-0.0004643524332917,0.0004643524332917,0.9655,0.9415,0.8965,0.7755,-0.0390922307350698,-0.0382967296030628,-0.0776968758733088,-0.0012255026126457,Directionally positive but marginal,183,2000,183,183,103,116.0,129,67.0,True,9c41d9d30e4dec415720859b53ec3c1669a6e2657a13a3de9acfacda6bffa1c7,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__primary__All_Eligible,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,1761,183,512650454,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0176662434100948,0.0169165979624523,0.0174803910618318,-0.000694141536032,0.0387626875476587,-0.0007496454476424,0.0007496454476424,0.969,0.943,0.897,0.7615,-0.0390922307350698,-0.0387246831662629,-0.0775750977760197,0.0009000271304175,Directionally positive but marginal,183,2000,183,183,98,116.0,128,67.0,True,e30ada65137ca980b3f30de28f9cdaf2631c671e02f2573c1048c385c5de73d1,0.0,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2012__test_from_2013,Ridge,1761,183,1419038237,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0030430590974316,0.0030596070654759,0.0030364726095444,0.0015688908144467,0.0043698059779275,1.6547968044344774e-05,1.6547968044344774e-05,1.0,0.7875,0.0025,0.0,0.0053949363512968,0.0053433199682724,-0.0025749041936806,0.0133671861184538,Directionally positive but marginal,183,2000,183,183,103,116.0,129,67.0,True,9c41d9d30e4dec415720859b53ec3c1669a6e2657a13a3de9acfacda6bffa1c7,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__primary__All_Eligible,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,1761,183,512650454,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0030430590997408,0.0030371177188553,0.0030272456065023,0.0016264487335479,0.004342597076672,-5.941380885499115e-06,5.941380885499115e-06,1.0,0.7815,0.0035,0.0,0.005394936377105,0.0054315141895066,-0.0025930758426037,0.0139424371014195,Directionally positive but marginal,183,2000,183,183,98,116.0,128,67.0,True,e30ada65137ca980b3f30de28f9cdaf2631c671e02f2573c1048c385c5de73d1,2.3092001401325835e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2014__test_from_2015,ElasticNet,1402,183,3821145683,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0027400720005861,0.0027665266109854,0.0027567479835288,0.0009858918980763,0.0045675404414814,2.6454610399351264e-05,2.6454610399351264e-05,0.999,0.616,0.007,0.0,0.0075322053152233,0.0074525936111105,-0.0019419960394217,0.0178590123395028,Directionally positive but marginal,183,2000,183,183,103,116.0,131,67.0,True,b455dc1b341b03230570f95c68117932c160947681a44e2c9be32216c855e82c,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__primary__All_Eligible,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,1402,183,198186962,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0027400719986927,0.0027562896506916,0.0027570745027769,0.0010010677073159,0.0045128195217644,1.6217651998939875e-05,1.6217651998939875e-05,0.999,0.6155,0.007,0.0,0.0075322053184643,0.0074118771762548,-0.0021559870416758,0.0171296651598815,Directionally positive but marginal,183,2000,183,183,101,116.0,131,67.0,True,4c6b4643a52d3420f7e5ca3ca9a66808883157ad797db1c89521688b22edd6c9,-1.8933999333670126e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2014__test_from_2015,RandomForest,1402,183,3821145683,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0114430714532797,-0.0111853025271656,-0.0114163894922766,-0.0386490540056642,0.0161390470279916,0.000257768926114,0.000257768926114,0.199,0.157,0.112,0.0615,-0.037983642731231,-0.038126042262411,-0.0831609931368697,0.0051031873514617,Unsupported,183,2000,183,183,103,116.0,131,67.0,True,b455dc1b341b03230570f95c68117932c160947681a44e2c9be32216c855e82c,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__primary__All_Eligible,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,1402,183,198186962,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0114430714532797,-0.0114937679837944,-0.0114922427299259,-0.039388983189679,0.0163407426734755,-5.069653051470446e-05,5.069653051470446e-05,0.213,0.1665,0.1185,0.0625,-0.037983642731231,-0.038223927447528,-0.0820361001378034,0.0084428154688255,Setup-dependent,183,2000,183,183,101,116.0,131,67.0,True,4c6b4643a52d3420f7e5ca3ca9a66808883157ad797db1c89521688b22edd6c9,0.0,True
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2014__test_from_2015,Ridge,1402,183,3821145683,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0029692149935156,0.0029948869742879,0.0029819434392919,0.0012294285372593,0.0047649837007467,2.5671980772246084e-05,2.5671980772246084e-05,0.9995,0.712,0.015,0.0,0.0088901996963559,0.0087755228074201,-0.0007010702834097,0.0192294744728164,Directionally positive but marginal,183,2000,183,183,103,116.0,131,67.0,True,b455dc1b341b03230570f95c68117932c160947681a44e2c9be32216c855e82c,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__primary__All_Eligible,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,1402,183,198186962,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0029692149915722,0.0029853026438711,0.0029817649928027,0.0012589456274202,0.0047137418147013,1.608765229893505e-05,1.608765229893505e-05,1.0,0.7055,0.0115,0.0,0.0088901997014847,0.0087400787833318,-0.0008621444740996,0.0186402688038519,Directionally positive but marginal,183,2000,183,183,101,116.0,131,67.0,True,4c6b4643a52d3420f7e5ca3ca9a66808883157ad797db1c89521688b22edd6c9,-1.943399868115092e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2015__test_from_2016,ElasticNet,1223,181,3062505612,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0024375026342029,0.0024510969289722,0.0024596408874692,0.0007976432221358,0.004137131897709,1.359429476932572e-05,1.359429476932572e-05,0.9975,0.479,0.003,0.0,0.0082626297749728,0.0082858837963251,-0.0009895216717713,0.0177725150166288,Directionally positive but marginal,181,2000,181,181,100,115.0,128,66.0,True,6d3d458a5d9bc6cccfffc844222c6ea50670266eb96826d215fdd8b19e7439da,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__primary__All_Eligible,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,1223,181,2442830287,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0024375026317703,0.0024599123209437,0.0024605845601855,0.0007072565659548,0.0041847969338167,2.240968917338604e-05,2.240968917338604e-05,0.9955,0.4815,0.0045,0.0,0.0082626297782475,0.0084318433083739,-0.0012265768356508,0.01829816402724,Directionally positive but marginal,181,2000,181,181,99,115.0,129,66.0,True,71fa71bbe22e6eeeff23b4bb1dae1fdfd024d1e21737e4770bfe2d46a85a86c5,-2.4326001282770626e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2015__test_from_2016,RandomForest,1223,181,3062505612,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0315256815269743,-0.0302187985340019,-0.0303336464046223,-0.0582203169654501,-0.0027599041404116,0.0013068829929723,0.0013068829929723,0.0175,0.0125,0.0075,0.0025,-0.0205658949547808,-0.0211386870824109,-0.064916207826621,0.0250216591574114,Unsupported,181,2000,181,181,100,115.0,128,66.0,True,6d3d458a5d9bc6cccfffc844222c6ea50670266eb96826d215fdd8b19e7439da,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__primary__All_Eligible,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,1223,181,2442830287,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0315256815269743,-0.0302255044841023,-0.030897596207075,-0.0620848182718614,-0.0025934573041657,0.0013001770428719,0.0013001770428719,0.0145,0.01,0.0045,0.002,-0.0205658949547808,-0.020525348318506,-0.066692835367035,0.0246818690123207,Unsupported,181,2000,181,181,99,115.0,129,66.0,True,71fa71bbe22e6eeeff23b4bb1dae1fdfd024d1e21737e4770bfe2d46a85a86c5,0.0,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2015__test_from_2016,Ridge,1223,181,3062505612,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0026458786765235,0.0026636858415279,0.0026619805011314,0.0009873385035857,0.0043245823504524,1.7807165004435355e-05,1.7807165004435355e-05,0.9995,0.567,0.004,0.0,0.0089700665392862,0.0089999274293579,-0.000331285233097,0.0184859516870735,Directionally positive but marginal,181,2000,181,181,100,115.0,128,66.0,True,6d3d458a5d9bc6cccfffc844222c6ea50670266eb96826d215fdd8b19e7439da,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__primary__All_Eligible,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,1223,181,2442830287,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0026458786738292,0.0026633245305506,0.0026637280946471,0.0009435648236459,0.004383117057865,1.7445856721365338e-05,1.7445856721365338e-05,0.997,0.5735,0.005,0.0,0.0089700665426382,0.0091302916841309,-0.0004599487250097,0.018958607454886,Directionally positive but marginal,181,2000,181,181,99,115.0,129,66.0,True,71fa71bbe22e6eeeff23b4bb1dae1fdfd024d1e21737e4770bfe2d46a85a86c5,-2.6943000781820547e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2016__test_from_2017,ElasticNet,1045,180,2967285996,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0024055581523363,0.0024863982739647,0.0024667602611134,0.0003071690724259,0.0045634516352715,8.084012162840049e-05,8.084012162840049e-05,0.9865,0.4965,0.0105,0.0,0.0100589804123529,0.00980458574524,-0.0014024901322432,0.0215986390503844,Directionally positive but marginal,180,2000,180,180,101,114.0,129,66.0,True,8f10e7ccf744c1921049158271beebd2be958df7e40b5024ae6b3f33fa1378bd,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__primary__All_Eligible,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,1045,180,2946056579,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0024055581499758,0.0024829855209346,0.0024725378366305,0.0002805976087464,0.0046437498059451,7.742737095878249e-05,7.742737095878249e-05,0.9875,0.4945,0.0145,0.0,0.0100589804088118,0.0096534453305574,-0.0012325156216731,0.021751013544246,Directionally positive but marginal,180,2000,180,180,101,114.0,130,66.0,True,498a5bcddfe9c9d63ba6b261a95a0934521a2f6c2954def1d98fd6a6e027ec8a,-2.3605002501259076e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2016__test_from_2017,RandomForest,1045,180,2967285996,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0091994790750395,-0.0084782139216564,-0.0083701451916344,-0.0489572204332702,0.0344633331416684,0.0007212651533831,0.0007212651533831,0.3545,0.3085,0.2725,0.2045,-0.0300854046578855,-0.0303810522966669,-0.0968914006754241,0.0461676100004945,Setup-dependent,180,2000,180,180,101,114.0,129,66.0,True,8f10e7ccf744c1921049158271beebd2be958df7e40b5024ae6b3f33fa1378bd,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__primary__All_Eligible,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,1045,180,2946056579,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0091994790750395,-0.0081490132057142,-0.0078417806450723,-0.0494471286341195,0.0341194184041352,0.0010504658693253,0.0010504658693253,0.3575,0.3155,0.2675,0.208,-0.0300854046578855,-0.0305879504047948,-0.0971100453045354,0.0402897962290938,Setup-dependent,180,2000,180,180,101,114.0,130,66.0,True,498a5bcddfe9c9d63ba6b261a95a0934521a2f6c2954def1d98fd6a6e027ec8a,0.0,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2016__test_from_2017,Ridge,1045,180,2967285996,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0026932530133514,0.0027593127623986,0.002749219713603,0.000559465355906,0.0048039493723102,6.605974904722034e-05,6.605974904722034e-05,0.993,0.578,0.016,0.0,0.0116356241252293,0.0114532642749032,-3.611718745041285e-05,0.0234274096400387,Directionally positive but marginal,180,2000,180,180,101,114.0,129,66.0,True,8f10e7ccf744c1921049158271beebd2be958df7e40b5024ae6b3f33fa1378bd,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__primary__All_Eligible,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,1045,180,2946056579,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0026932530107123,0.0027533444278549,0.00275390017128,0.0005455700922931,0.0049748722665527,6.009141714258259e-05,6.009141714258259e-05,0.9925,0.583,0.024,0.0,0.0116356241182025,0.0112486295371706,4.2409469118157535e-05,0.0233979045708099,Directionally positive but marginal,180,2000,180,180,101,114.0,130,66.0,True,498a5bcddfe9c9d63ba6b261a95a0934521a2f6c2954def1d98fd6a6e027ec8a,-2.6390998761338658e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2018__test_from_2019,ElasticNet,693,177,1688033361,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0023534065553842,0.0023115500987735,0.0023512840063027,-6.353032091615508e-05,0.0047863013782997,-4.185645661070048e-05,4.185645661070048e-05,0.9725,0.444,0.017,0.0,0.012833655521224,0.0127564608985155,-0.0005455592559296,0.0262155787918005,Directionally positive but marginal,177,2000,177,177,97,112.0,124,65.0,True,67f4c13ae92299fb5db89c3c81cbaf7f0f5eceda13cb258bea03ddd6aa0e85d0,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__primary__All_Eligible,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,693,177,1845065906,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0023534065522551,0.0023403311826328,0.0023705135606587,2.340221505545753e-05,0.0048486400762942,-1.3075369622306264e-05,1.3075369622306264e-05,0.976,0.4455,0.018,0.0,0.0128336555297634,0.0129377106125279,-7.625025741124569e-07,0.0250943024455205,Directionally positive but marginal,177,2000,177,177,98,112.0,128,65.0,True,eb1647aad434ce821a0e21e3d3994875d4effd211e838faedad8c8639dacc9fc,-3.1291002774991306e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2018__test_from_2019,RandomForest,693,177,1688033361,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0233314496748994,-0.0194834132024597,-0.0222534297925111,-0.0942502127375612,0.0351493973011553,0.0038480364724396,0.0038480364724396,0.2755,0.247,0.2205,0.169,-0.0154683018132044,-0.0169171672634051,-0.0954647746393565,0.0645752186912858,Setup-dependent,177,2000,177,177,97,112.0,124,65.0,True,67f4c13ae92299fb5db89c3c81cbaf7f0f5eceda13cb258bea03ddd6aa0e85d0,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__primary__All_Eligible,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,693,177,1845065906,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0233314496748994,-0.0206521697753322,-0.0228539064554525,-0.0911015988008005,0.035181531894884,0.0026792798995671,0.0026792798995671,0.2485,0.221,0.199,0.1605,-0.0154683018132044,-0.0138236356252297,-0.0907869677144495,0.0643756494584572,Setup-dependent,177,2000,177,177,98,112.0,128,65.0,True,eb1647aad434ce821a0e21e3d3994875d4effd211e838faedad8c8639dacc9fc,0.0,False
