Row_ID,Country Name,ISO3,Year,Country_Fold,Max_Oil_Rents_Pre2016,Inward_FDI_Net_Flow_asinh,Electricity_Access_Pct_lag1,GDP_log_lag1,Inflation_CPI_Annual_Pct_lag1,Inward_FDI_Net_Flow_asinh_lag1,Oil_Rents_GDP_Pct_lag1,Population_log_lag1,Regulatory_Quality_lag1
ARE-2019,United Arab Emirates,ARE,2019,0,35.3156119922356,10.484286527744697,100.0,26.811312489078404,3.068633792519967,9.941292458529643,17.0989945007163,16.050534111769245,1.079234
ARE-2020,United Arab Emirates,ARE,2020,0,35.3156119922356,10.590841485222592,100.0,26.79614035356957,-1.931081147821727,10.484286527744697,15.681591549088,16.061079274089465,1.1457173
ARE-2021,United Arab Emirates,ARE,2021,0,35.3156119922356,10.629446491747656,100.0,26.601454670906858,-2.079403179409438,10.590841485222592,10.4940977026696,16.056330773046923,1.0663205999999998
ARE-2022,United Arab Emirates,ARE,2022,0,35.3156119922356,10.724876462820196,100.0,26.7693162976056,0.1799353361744314,10.629446491747656,15.6730945329946,16.07468207201559,1.0613347
AZE-2001,Azerbaijan,AZE,2001,1,39.5813073807196,7.401938346526038,98.9,22.385792418671677,1.805003037043562,5.560211705085625,32.9457476254157,15.901008845471845,-0.8631614
AZE-2003,Azerbaijan,AZE,2003,1,39.5813073807196,8.989027659250137,100.0,22.55361885784457,2.771164719982698,8.306263310383162,23.2537194764338,15.916218238817484,-0.7817506999999999
AZE-2004,Azerbaijan,AZE,2004,1,39.5813073807196,9.152522057550556,98.8,22.707903868958677,2.233864929670494,8.989027659250137,23.6510138139512,15.92379474745002,-0.6355594999999999
AZE-2005,Azerbaijan,AZE,2005,1,39.5813073807196,9.099720730404442,99.0,22.88433410898946,6.708930427977857,9.152522057550556,26.8343888172544,15.932549019196312,-0.6217811999999999
AZE-2006,Azerbaijan,AZE,2006,1,39.5813073807196,9.101856328899334,99.1,23.30691781132128,9.679507319170504,9.099720730404442,37.4466296016638,15.942771673895882,-0.542242
AZE-2007,Azerbaijan,AZE,2007,1,39.5813073807196,9.125704510359697,99.5,23.766927404161358,8.328924828632093,9.101856328899334,39.5813073807196,15.953757538338117,-0.488286
AZE-2008,Azerbaijan,AZE,2008,1,39.5813073807196,8.983893135174407,99.5,24.2212698367426,16.6997549618244,9.125704510359697,36.8683513686981,15.965096091670851,-0.4496343
AZE-2009,Azerbaijan,AZE,2009,1,39.5813073807196,8.665623571034489,99.7,24.61204669996572,20.84908717727123,8.983893135174407,39.5007730331452,15.98609462957528,-0.3763567
AZE-2010,Azerbaijan,AZE,2010,1,39.5813073807196,8.810757054541499,99.9,24.51407955550117,1.457048359703213,8.665623571034489,26.6788300895754,16.006856109869055,-0.3326616
AZE-2011,Azerbaijan,AZE,2011,1,39.5813073807196,9.101667722975485,99.9,24.691844865346606,5.72687224669605,8.810757054541499,25.5154476387508,16.018753985625754,-0.4634625
AZE-2012,Azerbaijan,AZE,2012,1,39.5813073807196,9.267334892418669,99.9,24.912205117469277,7.8583333333334,9.101667722975485,29.7979549979878,16.031783992744764,-0.4419223
AZE-2013,Azerbaijan,AZE,2013,1,39.5813073807196,8.563861905163153,100.0,24.96717837306665,1.066213397203028,9.267334892418669,25.8177819240506,16.045071629579173,-0.4893907999999999
AZE-2014,Azerbaijan,AZE,2014,1,39.5813073807196,9.089407242676677,100.0,25.029498311097417,2.415717452794191,8.563861905163153,22.5837832214089,16.05800609846676,-0.3899694999999999
AZE-2015,Azerbaijan,AZE,2015,1,39.5813073807196,8.9990339994471,100.0,25.043945989874672,1.37344181533176,9.089407242676677,20.2463063109853,16.070488187123043,-0.2770165
AZE-2016,Azerbaijan,AZE,2016,1,39.5813073807196,9.10490564368904,100.0,24.69499511992658,4.027685737427259,8.9990339994471,12.069575141696,16.082400284461865,-0.2618170999999999
AZE-2017,Azerbaijan,AZE,2017,1,39.5813073807196,8.654338526391815,100.0,24.357345775053272,12.44337485843723,9.10490564368904,12.7825654497772,16.093578855411227,-0.2166787999999999
AZE-2018,Azerbaijan,AZE,2018,1,39.5813073807196,7.939513962151103,100.0,24.43357960978113,12.93591841873347,8.654338526391815,17.1235678602694,16.103391472455574,-0.1853699999999999
AZE-2019,Azerbaijan,AZE,2019,1,39.5813073807196,8.00897627283971,100.0,24.57580355988587,2.268546903739991,7.939513962151103,24.1724100094907,16.11205464074393,-0.2005079
AZE-2020,Azerbaijan,AZE,2020,1,39.5813073807196,6.921958519615099,100.0,24.5980901776412,2.610571827992152,8.00897627283971,20.4577104992688,16.12052110715989,-0.1045151
AZE-2021,Azerbaijan,AZE,2021,1,39.5813073807196,-8.13603007116496,100.0,24.477300809339468,2.759809470081272,6.921958519615099,11.1476827315754,16.127364759733396,-0.1055885
AZE-2022,Azerbaijan,AZE,2022,1,39.5813073807196,-9.099292839376243,100.0,24.72741964176855,6.650299127087786,-8.13603007116496,20.983375083624,16.131776736655397,-0.0594814
BHR-1997,Bahrain,BHR,1997,0,37.0437374677071,6.490070585246056,100.0,22.66030342041977,-0.4522273825303477,8.317840383531275,18.4494024419669,13.260023983082386,0.2681370999999999
BHR-1999,Bahrain,BHR,1999,0,37.0437374677071,6.81066797672708,100.0,22.67363873362119,-0.366533864541774,5.883076154128659,10.6376958646887,13.312724199203725,0.5256756
BHR-2001,Bahrain,BHR,2001,0,37.0437374677071,5.079688226105184,100.0,22.927454876811588,-0.7048529530907899,6.589099803764535,18.711078045797,13.365439743618376,0.5704864
BHR-2003,Bahrain,BHR,2003,0,37.0437374677071,6.940611087270069,100.0,22.9843527317729,-0.4955401387511543,6.072989388739255,14.4906538546743,13.473800226446144,0.8018609999999999
BHR-2004,Bahrain,BHR,2004,0,37.0437374677071,7.456233164451941,100.0,23.127939342875127,1.593625498007866,6.940611087270069,14.9880274040125,13.547000848874603,0.8143363
BHR-2005,Bahrain,BHR,2005,0,37.0437374677071,7.648359873665232,100.0,23.29969973051314,2.352941176470619,7.456233164451941,16.6530213443367,13.621612653067324,0.8293334
BHR-2006,Bahrain,BHR,2006,0,37.0437374677071,8.670655618706002,100.0,23.49389785892468,2.586206896551728,7.648359873665232,20.0931217396654,13.697653394560495,0.8246032
BHR-2007,Bahrain,BHR,2007,0,37.0437374677071,8.164118989660782,100.0,23.641293867780465,2.00746965452849,8.670655618706002,20.3670614713082,13.77513117381093,0.8170927
BHR-2008,Bahrain,BHR,2008,0,37.0437374677071,8.185349383656588,100.0,23.801959631260768,3.256666666667031,8.164118989660782,18.9906048191926,13.85405411882476,0.9343915
BHR-2009,Bahrain,BHR,2009,0,37.0437374677071,6.242808827884673,100.0,23.97018102899113,3.526003163637211,8.185349383656588,21.6815768768211,13.913994786052667,0.807801
BHR-2010,Bahrain,BHR,2010,0,37.0437374677071,5.741544522378849,100.0,23.856070268477445,2.795512835504117,6.242808827884673,14.4351176966592,13.9796817217709,0.8294237
